field_1,Estacion,mes,lat,long,Altura_(m),Numero,Temperatura_(C),Temperatura_maxima_(C),Temperatura_minima_(C),Humedad_relativa_(%),Velocidad_del_Viento_(km/h),Nubosidad_total_(octavos),Precipitacion_(mm),Frecuencia_dias_Precipitacion_>0.1_mm,CL
"211",RECONQUISTA,ago,-23.545454545454547,-57.571428571428569,"53","87270",15.400000000000000,22.199999999999999,10.000000000000000,73.500000000000000,14.400000000000000,3.400000000000000,26.300000000000001,3.800000000000000,"2"
"212",RECONQUISTA,sep,-23.545454545454547,-57.571428571428569,"53","87270",17.100000000000001,23.600000000000001,11.600000000000000,71.500000000000000,15.000000000000000,3.500000000000000,53.100000000000001,6.100000000000000,"2"
"213",RECONQUISTA,oct,-23.545454545454547,-57.571428571428569,"53","87270",20.600000000000001,26.699999999999999,15.100000000000000,71.799999999999997,15.500000000000000,3.500000000000000,114.000000000000000,8.699999999999999,"1"
"214",RECONQUISTA,nov,-23.545454545454547,-57.571428571428569,"53","87270",22.899999999999999,28.699999999999999,17.300000000000001,71.000000000000000,14.000000000000000,3.200000000000000,159.800000000000011,9.500000000000000,"1"
"215",RECONQUISTA,dic,-23.545454545454547,-57.571428571428569,"53","87270",25.000000000000000,31.000000000000000,19.500000000000000,70.400000000000006,12.300000000000001,3.100000000000000,136.400000000000006,8.699999999999999,"1"
"216",PASO DE LOS LIBRES,ene,-41.775510204081634,-66.867924528301884,"460","87814",26.199999999999999,32.600000000000001,20.500000000000000,67.000000000000000,,3.800000000000000,128.000000000000000,7.100000000000000,"1"
"217",PASO DE LOS LIBRES,ene,-27.536585365853657,-50.333333333333336,"70","87289",26.199999999999999,32.600000000000001,20.500000000000000,67.000000000000000,,3.800000000000000,128.000000000000000,7.100000000000000,"1"
"218",PASO DE LOS LIBRES,feb,-41.775510204081634,-66.867924528301884,"460","87814",25.000000000000000,31.000000000000000,20.000000000000000,72.500000000000000,,3.900000000000000,154.300000000000011,8.500000000000000,"1"
"219",PASO DE LOS LIBRES,feb,-27.536585365853657,-50.333333333333336,"70","87289",25.000000000000000,31.000000000000000,20.000000000000000,72.500000000000000,,3.900000000000000,154.300000000000011,8.500000000000000,"1"
"220",PASO DE LOS LIBRES,mar,-41.775510204081634,-66.867924528301884,"460","87814",23.600000000000001,29.600000000000001,18.500000000000000,74.400000000000006,,3.500000000000000,166.800000000000011,7.700000000000000,"1"
"221",PASO DE LOS LIBRES,mar,-27.536585365853657,-50.333333333333336,"70","87289",23.600000000000001,29.600000000000001,18.500000000000000,74.400000000000006,,3.500000000000000,166.800000000000011,7.700000000000000,"1"
"222",PASO DE LOS LIBRES,abril,-41.775510204081634,-66.867924528301884,"460","87814",19.899999999999999,25.600000000000001,15.199999999999999,78.099999999999994,,3.900000000000000,205.000000000000000,8.600000000000000,"1"
"223",PASO DE LOS LIBRES,abril,-27.536585365853657,-50.333333333333336,"70","87289",19.899999999999999,25.600000000000001,15.199999999999999,78.099999999999994,,3.900000000000000,205.000000000000000,8.600000000000000,"1"
"224",PASO DE LOS LIBRES,mayo,-41.775510204081634,-66.867924528301884,"460","87814",16.300000000000001,21.899999999999999,11.699999999999999,80.400000000000006,,3.900000000000000,129.800000000000011,7.400000000000000,"1"
"225",PASO DE LOS LIBRES,mayo,-27.536585365853657,-50.333333333333336,"70","87289",16.300000000000001,21.899999999999999,11.699999999999999,80.400000000000006,,3.900000000000000,129.800000000000011,7.400000000000000,"1"
"226",PASO DE LOS LIBRES,jun,-41.775510204081634,-66.867924528301884,"460","87814",13.900000000000000,19.199999999999999,9.699999999999999,82.299999999999997,,4.300000000000000,101.400000000000006,8.000000000000000,"2"
"227",PASO DE LOS LIBRES,jun,-27.536585365853657,-50.333333333333336,"70","87289",13.900000000000000,19.199999999999999,9.699999999999999,82.299999999999997,,4.300000000000000,101.400000000000006,8.000000000000000,"2"
"228",PASO DE LOS LIBRES,jul,-41.775510204081634,-66.867924528301884,"460","87814",13.400000000000000,19.100000000000001,9.000000000000000,79.599999999999994,,3.900000000000000,73.700000000000003,6.700000000000000,"2"
"229",PASO DE LOS LIBRES,jul,-27.536585365853657,-50.333333333333336,"70","87289",13.400000000000000,19.100000000000001,9.000000000000000,79.599999999999994,,3.900000000000000,73.700000000000003,6.700000000000000,"2"
"230",PASO DE LOS LIBRES,ago,-41.775510204081634,-66.867924528301884,"460","87814",15.300000000000001,21.600000000000001,10.300000000000001,75.000000000000000,,3.800000000000000,56.799999999999997,5.900000000000000,"3"
"231",PASO DE LOS LIBRES,ago,-27.536585365853657,-50.333333333333336,"70","87289",15.300000000000001,21.600000000000001,10.300000000000001,75.000000000000000,,3.800000000000000,56.799999999999997,5.900000000000000,"2"
"232",PASO DE LOS LIBRES,sep,-41.775510204081634,-66.867924528301884,"460","87814",16.699999999999999,22.600000000000001,11.699999999999999,73.799999999999997,,4.000000000000000,108.700000000000003,7.700000000000000,"1"
"233",PASO DE LOS LIBRES,sep,-27.536585365853657,-50.333333333333336,"70","87289",16.699999999999999,22.600000000000001,11.699999999999999,73.799999999999997,,4.000000000000000,108.700000000000003,7.700000000000000,"1"
"234",PASO DE LOS LIBRES,oct,-41.775510204081634,-66.867924528301884,"460","87814",20.100000000000001,25.899999999999999,14.699999999999999,72.200000000000003,,3.900000000000000,152.599999999999994,9.100000000000000,"1"
"235",PASO DE LOS LIBRES,oct,-27.536585365853657,-50.333333333333336,"70","87289",20.100000000000001,25.899999999999999,14.699999999999999,72.200000000000003,,3.900000000000000,152.599999999999994,9.100000000000000,"1"
"236",PASO DE LOS LIBRES,nov,-41.775510204081634,-66.867924528301884,"460","87814",22.500000000000000,28.500000000000000,16.800000000000001,68.700000000000003,,3.500000000000000,149.900000000000006,7.700000000000000,"1"
"237",PASO DE LOS LIBRES,nov,-27.536585365853657,-50.333333333333336,"70","87289",22.500000000000000,28.500000000000000,16.800000000000001,68.700000000000003,,3.500000000000000,149.900000000000006,7.700000000000000,"1"
"238",PASO DE LOS LIBRES,dic,-41.775510204081634,-66.867924528301884,"460","87814",25.000000000000000,31.199999999999999,19.000000000000000,65.700000000000003,,3.600000000000000,120.599999999999994,6.900000000000000,"1"
"239",PASO DE LOS LIBRES,dic,-27.536585365853657,-50.333333333333336,"70","87289",25.000000000000000,31.199999999999999,19.000000000000000,65.700000000000003,,3.600000000000000,120.599999999999994,6.900000000000000,"1"
"240",SAN JUAN,ene,-29.235294117647058,-65.599999999999994,"598","87311",27.100000000000001,34.899999999999999,19.500000000000000,44.299999999999997,15.500000000000000,2.800000000000000,15.699999999999999,3.500000000000000,"3"
"241",SAN JUAN,feb,-29.235294117647058,-65.599999999999994,"598","87311",25.500000000000000,33.399999999999999,18.199999999999999,47.100000000000001,13.900000000000000,2.700000000000000,18.899999999999999,2.900000000000000,"3"
"242",SAN JUAN,mar,-29.235294117647058,-65.599999999999994,"598","87311",22.800000000000001,30.300000000000001,16.199999999999999,54.500000000000000,12.900000000000000,2.800000000000000,11.199999999999999,2.500000000000000,"3"
"243",SAN JUAN,abril,-29.235294117647058,-65.599999999999994,"598","87311",17.199999999999999,25.199999999999999,10.699999999999999,57.899999999999999,10.600000000000000,2.500000000000000,4.400000000000000,1.300000000000000,"3"
"244",SAN JUAN,mayo,-29.235294117647058,-65.599999999999994,"598","87311",12.199999999999999,20.500000000000000,5.800000000000000,61.399999999999999,9.300000000000001,2.900000000000000,4.400000000000000,1.200000000000000,"3"
"245",SAN JUAN,jun,-29.235294117647058,-65.599999999999994,"598","87311",8.300000000000001,16.899999999999999,1.500000000000000,62.500000000000000,9.300000000000001,2.900000000000000,1.600000000000000,0.500000000000000,"3"
"246",SAN JUAN,jul,-29.235294117647058,-65.599999999999994,"598","87311",7.700000000000000,16.500000000000000,0.700000000000000,57.799999999999997,10.300000000000001,2.500000000000000,3.500000000000000,1.100000000000000,"3"
"247",SAN JUAN,ago,-29.235294117647058,-65.599999999999994,"598","87311",10.600000000000000,19.899999999999999,2.900000000000000,48.200000000000003,11.600000000000000,2.300000000000000,3.200000000000000,0.900000000000000,"3"
"248",SAN JUAN,sep,-29.235294117647058,-65.599999999999994,"598","87311",14.400000000000000,23.199999999999999,6.500000000000000,43.799999999999997,12.600000000000000,2.500000000000000,5.600000000000000,1.800000000000000,"3"
"249",SAN JUAN,oct,-29.235294117647058,-65.599999999999994,"598","87311",19.800000000000001,28.100000000000001,11.400000000000000,39.600000000000001,14.800000000000001,2.300000000000000,3.600000000000000,1.100000000000000,"3"
"250",SAN JUAN,nov,-29.235294117647058,-65.599999999999994,"598","87311",23.399999999999999,31.600000000000001,14.800000000000001,38.899999999999999,16.000000000000000,2.300000000000000,7.000000000000000,1.600000000000000,"3"
"251",SAN JUAN,dic,-29.235294117647058,-65.599999999999994,"598","87311",26.300000000000001,34.200000000000003,18.000000000000000,40.100000000000001,16.100000000000001,2.500000000000000,11.600000000000000,2.300000000000000,"3"
"252",CHAMICAL,ene,-27.272727272727273,-62.470588235294116,"461","87320",26.500000000000000,33.200000000000003,20.300000000000001,60.000000000000000,11.699999999999999,3.600000000000000,105.000000000000000,8.600000000000000,"1"
"253",CHAMICAL,feb,-27.272727272727273,-62.470588235294116,"461","87320",25.100000000000001,31.600000000000001,19.300000000000001,63.299999999999997,9.800000000000001,3.700000000000000,95.099999999999994,6.600000000000000,"1"
"254",CHAMICAL,mar,-27.272727272727273,-62.470588235294116,"461","87320",23.199999999999999,29.199999999999999,18.100000000000001,67.400000000000006,8.199999999999999,3.900000000000000,68.200000000000003,6.800000000000000,"1"
"255",CHAMICAL,abril,-27.272727272727273,-62.470588235294116,"461","87320",19.100000000000001,25.199999999999999,14.100000000000000,68.599999999999994,7.100000000000000,3.900000000000000,26.600000000000001,4.400000000000000,"3"
"256",CHAMICAL,mayo,-27.272727272727273,-62.470588235294116,"461","87320",15.199999999999999,21.399999999999999,10.000000000000000,68.700000000000003,6.600000000000000,3.800000000000000,9.900000000000000,2.700000000000000,"3"
"257",CHAMICAL,jun,-27.272727272727273,-62.470588235294116,"461","87320",11.900000000000000,18.300000000000001,6.600000000000000,67.400000000000006,6.400000000000000,3.900000000000000,2.100000000000000,1.500000000000000,"3"
"258",CHAMICAL,jul,-27.272727272727273,-62.470588235294116,"461","87320",11.300000000000001,18.600000000000001,5.300000000000000,60.000000000000000,7.500000000000000,2.900000000000000,4.900000000000000,1.400000000000000,"3"
"259",CHAMICAL,ago,-27.272727272727273,-62.470588235294116,"461","87320",14.400000000000000,22.000000000000000,7.700000000000000,50.299999999999997,9.500000000000000,2.600000000000000,1.700000000000000,1.000000000000000,"3"
"260",CHAMICAL,sep,-27.272727272727273,-62.470588235294116,"461","87320",17.699999999999999,25.000000000000000,10.600000000000000,46.500000000000000,11.300000000000001,2.800000000000000,9.400000000000000,2.200000000000000,"3"
"261",CHAMICAL,oct,-27.272727272727273,-62.470588235294116,"461","87320",22.199999999999999,29.300000000000001,15.100000000000000,47.299999999999997,13.800000000000001,2.900000000000000,30.399999999999999,2.900000000000000,"3"
"262",CHAMICAL,nov,-27.272727272727273,-62.470588235294116,"461","87320",24.600000000000001,31.699999999999999,17.699999999999999,50.500000000000000,14.000000000000000,3.200000000000000,42.600000000000001,5.400000000000000,"1"
"263",CHAMICAL,dic,-27.272727272727273,-62.470588235294116,"461","87320",26.399999999999999,33.500000000000000,19.699999999999999,54.799999999999997,13.199999999999999,3.400000000000000,83.500000000000000,7.200000000000000,"1"
"264",VILLA DOLORES,ene,-29.947368421052630,-57.500000000000000,"566","87328",25.100000000000001,32.299999999999997,18.100000000000001,61.100000000000001,7.100000000000000,3.400000000000000,121.099999999999994,10.500000000000000,"1"
"265",VILLA DOLORES,feb,-29.947368421052630,-57.500000000000000,"566","87328",23.699999999999999,31.000000000000000,17.100000000000001,64.900000000000006,5.000000000000000,3.500000000000000,102.200000000000003,9.100000000000000,"1"
"266",VILLA DOLORES,mar,-29.947368421052630,-57.500000000000000,"566","87328",21.800000000000001,28.800000000000001,16.000000000000000,70.299999999999997,4.600000000000000,3.600000000000000,94.400000000000006,8.600000000000000,"1"
"267",VILLA DOLORES,abril,-29.947368421052630,-57.500000000000000,"566","87328",17.699999999999999,24.899999999999999,12.199999999999999,71.400000000000006,5.000000000000000,3.500000000000000,42.399999999999999,5.500000000000000,"3"
"268",VILLA DOLORES,mayo,-29.947368421052630,-57.500000000000000,"566","87328",13.800000000000001,21.100000000000001,8.699999999999999,72.200000000000003,4.600000000000000,3.800000000000000,17.600000000000001,3.700000000000000,"3"
"269",VILLA DOLORES,jun,-29.947368421052630,-57.500000000000000,"566","87328",10.699999999999999,18.300000000000001,5.600000000000000,70.500000000000000,4.300000000000000,3.600000000000000,4.700000000000000,1.800000000000000,"3"
"270",VILLA DOLORES,jul,-29.947368421052630,-57.500000000000000,"566","87328",10.100000000000000,18.199999999999999,4.500000000000000,64.299999999999997,5.600000000000000,3.100000000000000,13.199999999999999,2.500000000000000,"3"
"271",VILLA DOLORES,ago,-29.947368421052630,-57.500000000000000,"566","87328",12.900000000000000,21.300000000000001,6.600000000000000,54.399999999999999,6.500000000000000,3.000000000000000,6.100000000000000,1.600000000000000,"3"
"272",VILLA DOLORES,sep,-29.947368421052630,-57.500000000000000,"566","87328",15.800000000000001,24.000000000000000,8.800000000000001,50.500000000000000,7.100000000000000,3.100000000000000,22.899999999999999,3.700000000000000,"3"
"273",VILLA DOLORES,oct,-29.947368421052630,-57.500000000000000,"566","87328",20.300000000000001,28.100000000000001,12.800000000000001,50.700000000000003,8.699999999999999,3.200000000000000,35.100000000000001,4.800000000000000,"3"
"274",VILLA DOLORES,nov,-29.947368421052630,-57.500000000000000,"566","87328",22.800000000000001,30.399999999999999,15.199999999999999,53.000000000000000,8.600000000000000,3.300000000000000,75.099999999999994,8.000000000000000,"1"
"275",VILLA DOLORES,dic,-29.947368421052630,-57.500000000000000,"566","87328",24.600000000000001,31.899999999999999,17.300000000000001,57.899999999999999,7.300000000000000,3.500000000000000,113.299999999999997,10.500000000000000,"1"
"276",CORDOBA,ene,-27.666666666666668,-59.000000000000000,"495","87344",23.399999999999999,29.399999999999999,17.500000000000000,69.900000000000006,12.600000000000000,3.800000000000000,141.000000000000000,11.000000000000000,"1"
"277",CORDOBA,feb,-27.666666666666668,-59.000000000000000,"495","87344",22.199999999999999,28.300000000000001,16.600000000000001,73.200000000000003,11.300000000000001,3.900000000000000,115.900000000000006,9.500000000000000,"1"
"278",CORDOBA,mar,-27.666666666666668,-59.000000000000000,"495","87344",20.699999999999999,26.899999999999999,15.500000000000000,76.000000000000000,11.400000000000000,3.900000000000000,126.900000000000006,9.600000000000000,"1"
"279",CORDOBA,abril,-27.666666666666668,-59.000000000000000,"495","87344",17.199999999999999,23.600000000000001,11.699999999999999,74.400000000000006,11.500000000000000,4.000000000000000,66.299999999999997,6.400000000000000,"2"
"280",CORDOBA,mayo,-27.666666666666668,-59.000000000000000,"495","87344",13.699999999999999,20.500000000000000,8.300000000000001,72.700000000000003,11.199999999999999,4.200000000000000,21.300000000000001,4.300000000000000,"2"
"281",CORDOBA,jun,-27.666666666666668,-59.000000000000000,"495","87344",10.699999999999999,18.000000000000000,5.100000000000000,70.299999999999997,10.900000000000000,4.000000000000000,4.800000000000000,2.000000000000000,"2"
"282",CORDOBA,jul,-27.666666666666668,-59.000000000000000,"495","87344",10.000000000000000,17.600000000000001,4.000000000000000,65.700000000000003,12.000000000000000,3.500000000000000,13.500000000000000,2.700000000000000,"3"
"283",CORDOBA,ago,-27.666666666666668,-59.000000000000000,"495","87344",12.500000000000000,20.300000000000001,5.900000000000000,58.299999999999997,13.500000000000000,3.300000000000000,9.699999999999999,1.700000000000000,"3"
"284",CORDOBA,sep,-27.666666666666668,-59.000000000000000,"495","87344",14.900000000000000,22.300000000000001,8.199999999999999,56.700000000000003,14.800000000000001,3.500000000000000,35.200000000000003,3.700000000000000,"3"
"285",CORDOBA,oct,-27.666666666666668,-59.000000000000000,"495","87344",18.600000000000001,25.600000000000001,11.900000000000000,60.000000000000000,15.800000000000001,3.700000000000000,71.900000000000006,6.700000000000000,"1"
"286",CORDOBA,nov,-27.666666666666668,-59.000000000000000,"495","87344",20.899999999999999,27.500000000000000,14.400000000000000,62.399999999999999,15.800000000000001,3.700000000000000,118.299999999999997,8.900000000000000,"1"
"287",CORDOBA,dic,-27.666666666666668,-59.000000000000000,"495","87344",22.899999999999999,29.000000000000000,16.800000000000001,65.900000000000006,13.699999999999999,4.000000000000000,156.900000000000006,11.100000000000000,"1"
"288",PILAR,ene,-29.500000000000000,-61.867924528301884,"338","87349",23.399999999999999,29.899999999999999,17.899999999999999,70.200000000000003,,3.500000000000000,132.199999999999989,10.699999999999999,"1"
"289",PILAR,feb,-29.500000000000000,-61.867924528301884,"338","87349",22.100000000000001,28.600000000000001,16.899999999999999,74.200000000000003,,3.600000000000000,106.099999999999994,9.100000000000000,"1"
"290",PILAR,mar,-29.500000000000000,-61.867924528301884,"338","87349",20.600000000000001,27.000000000000000,15.699999999999999,77.200000000000003,,3.700000000000000,109.599999999999994,9.500000000000000,"1"
"291",PILAR,abril,-29.500000000000000,-61.867924528301884,"338","87349",17.000000000000000,23.699999999999999,12.100000000000000,75.500000000000000,,3.800000000000000,63.399999999999999,7.000000000000000,"1"
"292",PILAR,mayo,-29.500000000000000,-61.867924528301884,"338","87349",13.600000000000000,20.199999999999999,8.600000000000000,74.299999999999997,,4.100000000000000,23.899999999999999,4.800000000000000,"2"
"293",PILAR,jun,-29.500000000000000,-61.867924528301884,"338","87349",10.500000000000000,17.399999999999999,5.500000000000000,72.599999999999994,,4.000000000000000,4.900000000000000,2.900000000000000,"2"
"294",PILAR,jul,-29.500000000000000,-61.867924528301884,"338","87349",9.699999999999999,17.000000000000000,4.400000000000000,68.000000000000000,,3.500000000000000,13.800000000000001,2.900000000000000,"3"
"295",PILAR,ago,-29.500000000000000,-61.867924528301884,"338","87349",11.900000000000000,19.800000000000001,5.800000000000000,60.899999999999999,,3.300000000000000,9.600000000000000,2.300000000000000,"3"
"296",PILAR,sep,-29.500000000000000,-61.867924528301884,"338","87349",14.300000000000001,22.000000000000000,8.199999999999999,58.899999999999999,,3.400000000000000,33.100000000000001,4.500000000000000,"3"
"297",PILAR,oct,-29.500000000000000,-61.867924528301884,"338","87349",18.300000000000001,25.300000000000001,12.199999999999999,61.600000000000001,,3.600000000000000,66.599999999999994,7.400000000000000,"1"
"298",PILAR,nov,-29.500000000000000,-61.867924528301884,"338","87349",20.800000000000001,27.699999999999999,14.800000000000001,62.899999999999999,,3.600000000000000,103.200000000000003,9.900000000000000,"1"
"299",PILAR,dic,-29.500000000000000,-61.867924528301884,"338","87349",22.899999999999999,29.399999999999999,17.100000000000001,66.099999999999994,,3.700000000000000,130.099999999999994,11.699999999999999,"1"
"300",SAUCE VIEJO,ene,-29.571428571428573,-58.775510204081634,"18","87371",25.800000000000001,31.800000000000001,20.100000000000001,70.900000000000006,9.199999999999999,3.000000000000000,95.400000000000006,7.000000000000000,"1"
"301",SAUCE VIEJO,feb,-29.571428571428573,-58.775510204081634,"18","87371",24.399999999999999,30.100000000000001,19.199999999999999,75.400000000000006,8.800000000000001,3.200000000000000,112.000000000000000,7.000000000000000,"1"
"302",SAUCE VIEJO,mar,-29.571428571428573,-58.775510204081634,"18","87371",22.800000000000001,28.500000000000000,18.000000000000000,78.299999999999997,9.600000000000000,3.100000000000000,146.400000000000006,7.900000000000000,"1"
"303",SAUCE VIEJO,abril,-29.571428571428573,-58.775510204081634,"18","87371",18.699999999999999,24.300000000000001,14.100000000000000,81.500000000000000,8.900000000000000,3.500000000000000,116.200000000000003,7.800000000000000,"1"
"304",SAUCE VIEJO,mayo,-29.571428571428573,-58.775510204081634,"18","87371",15.400000000000000,21.000000000000000,10.900000000000000,82.500000000000000,9.800000000000001,3.600000000000000,49.399999999999999,4.700000000000000,"2"
"305",SAUCE VIEJO,jun,-29.571428571428573,-58.775510204081634,"18","87371",12.199999999999999,17.600000000000001,7.900000000000000,83.599999999999994,10.100000000000000,4.000000000000000,31.500000000000000,3.500000000000000,"2"
"306",SAUCE VIEJO,jul,-29.571428571428573,-58.775510204081634,"18","87371",11.500000000000000,17.300000000000001,6.900000000000000,80.400000000000006,12.100000000000000,3.400000000000000,23.899999999999999,3.000000000000000,"2"
"307",SAUCE VIEJO,ago,-29.571428571428573,-58.775510204081634,"18","87371",13.699999999999999,19.899999999999999,8.500000000000000,75.700000000000003,13.800000000000001,3.200000000000000,28.399999999999999,3.300000000000000,"2"
"308",SAUCE VIEJO,sep,-29.571428571428573,-58.775510204081634,"18","87371",15.900000000000000,21.899999999999999,10.500000000000000,73.000000000000000,13.900000000000000,3.300000000000000,53.200000000000003,4.900000000000000,"2"
"309",SAUCE VIEJO,oct,-29.571428571428573,-58.775510204081634,"18","87371",19.500000000000000,25.399999999999999,14.100000000000000,72.700000000000003,14.300000000000001,3.300000000000000,110.500000000000000,7.300000000000000,"1"
"310",SAUCE VIEJO,nov,-29.571428571428573,-58.775510204081634,"18","87371",22.100000000000001,27.899999999999999,16.699999999999999,71.099999999999994,13.400000000000000,3.100000000000000,128.900000000000006,7.500000000000000,"1"
"311",SAUCE VIEJO,dic,-29.571428571428573,-58.775510204081634,"18","87371",24.399999999999999,30.199999999999999,18.899999999999999,70.500000000000000,10.900000000000000,3.100000000000000,124.900000000000006,8.199999999999999,"1"
"312",PARANA,ene,-29.723404255319149,-57.931034482758619,"78","87374",25.100000000000001,31.199999999999999,19.300000000000001,65.599999999999994,10.600000000000000,3.000000000000000,115.200000000000003,7.600000000000000,"1"
"313",PARANA,feb,-29.723404255319149,-57.931034482758619,"78","87374",23.600000000000001,29.600000000000001,18.500000000000000,71.500000000000000,10.300000000000001,3.200000000000000,134.800000000000011,8.000000000000000,"1"
"314",PARANA,mar,-29.723404255319149,-57.931034482758619,"78","87374",22.000000000000000,27.899999999999999,17.100000000000001,74.500000000000000,9.600000000000000,3.100000000000000,155.000000000000000,8.000000000000000,"1"
"315",PARANA,abril,-29.723404255319149,-57.931034482758619,"78","87374",18.000000000000000,23.500000000000000,13.600000000000000,78.299999999999997,9.500000000000000,3.500000000000000,132.699999999999989,8.400000000000000,"1"
"316",PARANA,mayo,-29.723404255319149,-57.931034482758619,"78","87374",14.800000000000001,20.199999999999999,10.600000000000000,78.900000000000006,9.400000000000000,3.700000000000000,58.299999999999997,5.400000000000000,"2"
"317",PARANA,jun,-29.723404255319149,-57.931034482758619,"78","87374",12.000000000000000,16.899999999999999,8.000000000000000,80.099999999999994,10.000000000000000,4.100000000000000,38.200000000000003,4.900000000000000,"2"
"318",PARANA,jul,-29.723404255319149,-57.931034482758619,"78","87374",11.300000000000001,16.600000000000001,7.100000000000000,76.599999999999994,11.300000000000001,3.500000000000000,32.399999999999999,4.300000000000000,"2"
"319",PARANA,ago,-29.723404255319149,-57.931034482758619,"78","87374",13.199999999999999,19.300000000000001,8.400000000000000,71.299999999999997,12.699999999999999,3.300000000000000,32.399999999999999,4.300000000000000,"2"
"320",PARANA,sep,-29.723404255319149,-57.931034482758619,"78","87374",15.100000000000000,21.100000000000001,9.900000000000000,68.799999999999997,13.400000000000000,3.400000000000000,61.200000000000003,5.600000000000000,"2"
"321",PARANA,oct,-29.723404255319149,-57.931034482758619,"78","87374",18.500000000000000,24.500000000000000,13.100000000000000,69.299999999999997,13.900000000000000,3.400000000000000,127.599999999999994,9.000000000000000,"1"
"322",PARANA,nov,-29.723404255319149,-57.931034482758619,"78","87374",21.300000000000001,27.199999999999999,15.600000000000000,66.900000000000006,13.199999999999999,3.100000000000000,118.700000000000003,8.199999999999999,"1"
"323",PARANA,dic,-29.723404255319149,-57.931034482758619,"78","87374",23.600000000000001,29.600000000000001,17.800000000000001,65.200000000000003,12.000000000000000,3.100000000000000,141.199999999999989,9.199999999999999,"1"
"324",MONTE CASEROS,ene,-26.250000000000000,-55.461538461538460,"54","87393",26.300000000000001,32.600000000000001,20.600000000000001,66.900000000000006,,3.300000000000000,154.099999999999994,8.300000000000001,"1"
"325",MONTE CASEROS,feb,-26.250000000000000,-55.461538461538460,"54","87393",25.000000000000000,31.000000000000000,19.899999999999999,72.900000000000006,,3.500000000000000,144.699999999999989,8.800000000000001,"1"
"326",MONTE CASEROS,mar,-26.250000000000000,-55.461538461538460,"54","87393",23.500000000000000,29.600000000000001,18.500000000000000,74.700000000000003,,3.200000000000000,154.300000000000011,8.500000000000000,"1"
"327",MONTE CASEROS,abril,-26.250000000000000,-55.461538461538460,"54","87393",19.600000000000001,25.300000000000001,15.199999999999999,79.000000000000000,,3.600000000000000,189.699999999999989,9.500000000000000,"1"
"328",MONTE CASEROS,mayo,-26.250000000000000,-55.461538461538460,"54","87393",16.100000000000001,21.699999999999999,11.699999999999999,80.400000000000006,,3.600000000000000,110.900000000000006,7.600000000000000,"1"
"329",MONTE CASEROS,jun,-26.250000000000000,-55.461538461538460,"54","87393",13.699999999999999,18.899999999999999,9.500000000000000,81.900000000000006,,4.200000000000000,88.400000000000006,7.800000000000000,"2"
"330",MONTE CASEROS,jul,-26.250000000000000,-55.461538461538460,"54","87393",13.100000000000000,18.800000000000001,8.800000000000001,78.900000000000006,,3.700000000000000,64.099999999999994,6.400000000000000,"2"
"331",MONTE CASEROS,ago,-26.250000000000000,-55.461538461538460,"54","87393",15.000000000000000,21.300000000000001,10.000000000000000,74.500000000000000,,3.700000000000000,57.500000000000000,5.800000000000000,"2"
"332",MONTE CASEROS,sep,-26.250000000000000,-55.461538461538460,"54","87393",16.600000000000001,22.399999999999999,11.500000000000000,73.099999999999994,,3.800000000000000,107.299999999999997,7.900000000000000,"1"
"333",MONTE CASEROS,oct,-26.250000000000000,-55.461538461538460,"54","87393",20.000000000000000,25.800000000000001,14.600000000000000,71.900000000000006,,3.600000000000000,146.500000000000000,9.400000000000000,"1"
"334",MONTE CASEROS,nov,-26.250000000000000,-55.461538461538460,"54","87393",22.500000000000000,28.399999999999999,16.800000000000001,69.099999999999994,,3.300000000000000,154.000000000000000,8.300000000000001,"1"
"335",MONTE CASEROS,dic,-26.250000000000000,-55.461538461538460,"54","87393",25.000000000000000,31.199999999999999,19.000000000000000,65.799999999999997,,3.300000000000000,134.099999999999994,8.100000000000000,"1"
"336",CONCORDIA,ene,-27.666666666666668,2.000000000000000,"38","87395",25.800000000000001,32.200000000000003,19.399999999999999,63.500000000000000,9.300000000000001,3.100000000000000,133.900000000000006,8.300000000000001,"1"
"337",CONCORDIA,feb,-27.666666666666668,2.000000000000000,"38","87395",24.399999999999999,30.399999999999999,18.800000000000001,70.099999999999994,8.500000000000000,3.500000000000000,145.699999999999989,8.400000000000000,"1"
"338",CONCORDIA,mar,-27.666666666666668,2.000000000000000,"38","87395",22.800000000000001,28.800000000000001,17.300000000000001,72.400000000000006,7.500000000000000,3.100000000000000,156.500000000000000,8.199999999999999,"1"
"339",CONCORDIA,abril,-27.666666666666668,2.000000000000000,"38","87395",18.800000000000001,24.500000000000000,13.800000000000001,77.500000000000000,6.800000000000000,3.500000000000000,163.400000000000006,9.000000000000000,"1"
"340",CONCORDIA,mayo,-27.666666666666668,2.000000000000000,"38","87395",15.300000000000001,20.800000000000001,10.500000000000000,79.799999999999997,7.000000000000000,3.700000000000000,99.700000000000003,7.800000000000000,"1"
"341",CONCORDIA,jun,-27.666666666666668,2.000000000000000,"38","87395",12.699999999999999,17.899999999999999,8.199999999999999,81.000000000000000,7.200000000000000,4.200000000000000,82.400000000000006,7.800000000000000,"2"
"342",CONCORDIA,jul,-27.666666666666668,2.000000000000000,"38","87395",12.199999999999999,17.800000000000001,7.400000000000000,78.000000000000000,8.600000000000000,3.800000000000000,52.200000000000003,6.900000000000000,"2"
